index,Search Term
20708,"Si, Luttinger parameters"
7693,FeO CRYSTAL STRUCTUR
10283,LiCoO2 Crystal Structure
14806,SiCl2F2
11974,NaCoKCo
18096,ZrNiAl
2904,BiI3
10684,melting point
8290,GeCCr3
11048,Microelectronic Engineering
18064,ZrClC
12604,Ni3Pb
7221,Fatty
5378,creep
19484,LuPt2In
3771,Ce-Co-Ga
6702,Early prognosis in severe sepsis via analyzing the monocyte immunophenotype
5399,CrNb ht
14331,Ru-B
13039,papier
15127,SnAgCu
3119,C (n)
15211,Sodium tungstate
13613,PP EPDM
9535,KCrO2
9346,K-O Binary Phase Diagram 0-33.3 at.% O
21201,Mn
5101,control of inverter
21087,consolidated manganese dioxide
14224,ReO3
21224,TbCo2
19048,CuTe
19932,sio2
12979,oxoanion ceramics
8065,GaTe energy gap
8998,Improvement in classification accuracy and computational speed in bearing fault diagnosis using multiscale fuzzy entropy
13631,Pr0.5Ca0.5CoO3
21279,fe2o3
13470,platinum lattice constant
20,"""electron affinity"" ""nitric oxide"""
20443,CrCl3
9706,La-Si-O
12161,Nb3CoS6
426,110630
6603,Dy-co
4172,chromium
9901,LaI3
4209,classifier
15389,SrCu2As2
15618,sulphohalite
14252,Rh phase diagram
2081,Aperçu de la réduction catalytique des polluants organiques catalysée par des nanoparticules soutenues par la zéolite Clinoptilolite
18146,ZrSi2
18264,гепатита С
9631,KVSb5
15113,Sn2Ta crystal structure
1452,Al Sn phase didram
11710,n-décane
6701,e.g. Ritonavir
9123,InI2Br
19568,Mo-Nb
4095,CeSe2 magnetization
7445,Fe-W
13898,Pu2C3 cif
20439,Cr O
9495,Kalium antimonate
16990,usage de convertisseur statique dans les systeme de choufage par induction
19865,refractive index >2
12726,NiMnSb
7458,Fe(ht1)
20136,W
2228,Au-Cu-Ni-Cr
13988,Rapid Thermal Processing Manufacturing Perspective
514,2-chloro-dibenzofuran
19760,pbs
16742,TmCu
8024,GaN
13992,Rb Cl
8376,gold
12081,nb
16861,triisopropyl-amine
20657,Nd2Fe14B
8008,galvanomagnetic
8466,h BN
2601,BaSrNbO
5002,consolidated titanium carbide
14672,semiconductor wavelength and lattice
732,3-bromo-1-propene
13467,plates
2227,Au-Cu binary phase diagram
17749,Zn (OH)2·ZnSO4
6637,Dy7Rh3
10216,Li3PO4
16537,TiNi Crystal Structure
11679,Multicomponent transition metal phosphide for oxygen evolution
17175,VZN16
4634,consolidated chromium manganese oxide
6263,CZNP
16814,trans-beutenodioic acid
18816,Co3V2O8
8500,H2O-NH3
18514,Al-Cu-Ni phase diagrams
12548,"Ni, Thermal conductivity"
3034,boron
6563,docking
3138,C-Cr-Fe
10236,Li5GeN3
7136,EuCuSb
13855,PtBi
13394,phenolphthalein
15380,SrCoO2.5
2810,Bi0.5K0.5TiO3
8730,HfO2 SiO2
13742,Properties of hardmetals and cermets
4398,Co3Mn
3232,C2H4O3
3899,Ce5Ru0.68
4083,CeRuSiH
5521,CS2nabicl6
4876,consolidated nickel
7836,Fluorine
16377,Ti2AlN Crystal Structure
16963,underactuated hand
4322,Co-Sm Binary Phase Diagram
9506,kaulin
13868,PtO
5963,cu2mnal
4189,cif q1n vainite steel
20658,Nd2O3 crystal structure
17196,W-C-Ti phase diagram
2438,Ba2MnMoO6
6334,density cyclopentane
108,(MTEA）2MAPB2I7
14962,Sm13Zn58
17762,Zn Fe
13788,"Psychologische Beratung und Coaching, Grolimund"
17272,WBi3
8174,GdCo6Ge6
874,"4-(1,1dimethylethyl)-5-ethyloctane"
15355,Sr5Rh14B10
6672,dynamical systems reconstruction
2360,B-Y
14895,SiO2
18949,Cr-C phase diagram
17592,YBiO2S
6186,CuSbTe'2
7835,fluorine
1815,al3zr
11116,Mn Ta
3224,C22H28
14578,ScH1
9974,LaPt2Ge2
11169,Mn-Ti
9081,indesign
21241,Co3Sn2S2
1048,978-1-4757-3973-2
12586,Ni3al
11483,Mo-Zr
5899,Cu-Se phase diagram
12346,NdBi3
8764,HgCaO2 crystal structure
4609,consolidated carbon
11666,MoTe2
7868,Fratzl P (ed.) (2008) Collagen Structure and Mechanics. New York: Springer
9160,InSe
20788,W Ir B phase diagram
9968,LaP
131,(S)-2-chloro-butane
3349,Ca11B2Si4O22
115,（NH4）3TmCl6
3911,ce9ru4sn5
6749,Elastic modulus Al2O3
6274,D2O IR
4966,consolidated strontium ferrite
14850,silicon lithium phase
17916,ZnSr crystal structure
10117,Li-Y-Cl
17036,V-P-C
7034,ethyl ethanoate
19731,NiTi2 crystal structure
9663,La Pollution Harmonique due aux Convertisseurs Statiques
13618,Pr Ta
14069,rb3tmbr6
21147,P
6258,Cyclopropene
1882,AlFe
2896,bifeo3BATIO3
11789,Na_2CO3
656,"2,4,6-Triamino-1,3,5-triazine"
17859,ZnCu3KTe2
9644,L( )-Lactic acid
830,310s
16700,tlmgf3
14654,Self-diffusion coefficient ethanol
8129,Gd3Co
2102,Arbeitslosigkeit
1435,al mg
18088,ZrN bandgap
19515,MgB4O7
1065,A Kolsky torsion bar technique for characterization of dynamic shear response of soft materials
14748,Si-Mo Binary Phase Diagram
4751,consolidated indium selenide
11553,MoCuO4 structure
7078,Eu In P
13932,pyridine-3-carboxamide
16556,TiO2 crystal broo
11339,MnO Crystal Structure
4170,chrome
9752,La2Co7
18428,2-methylbenzenamine
7785,FeSO4
11762,"N,α-Dimethyl-phenethyl amine"
11635,MoS2 3R
1244,Ag-Sc
13012,P-W
16762,TMTHF
16653,tl3gdbr6
16533,tin(II) chloride
14008,Rb2MnBr4
10006,lattice constant wavelength
16875,tris(thiourea)
14718,Si IR
16391,Ti2Sb
9307,ITO
7901,fungy
20823,3-isopropyl-2-hexene
2311,B As
6757,electric conductivity
17690,YTiO3 crystal structure
13883,PtSn4
5714,cssni3
12595,Ni3C crystal structure
19314,hydrogen embrittlement
7777,FeSi2
1127,acetic acid
19032,CuAgSe
16819,transferencia bancaria
12219,NbOCl2
9793,La3Co4Ge13
2745,BF3·2H2O
1603,Al-O-Si
20555,InGaAs
12103,Nb-Ga phase diagram
822,301 stainless steels
3973,cementitious
17281,wearable sensors
6030,Cu41SN11
17798,Zn-Si
4307,Co-Mo-Si phase diagram
16601,Titanium
2588,BaSe
15456,SrRuO3 Magnetic Properties
105,(Mg2(SiO4)
17849,ZnCd
18181,α-Tb
9157,InSbTe
3816,ce16ru8in37
9017,In-Se
20284,Ag-Si
7532,Fe3Al
13385,phase system AlO-Zr
4000,CeO2-d
20779,Toluene surface tension
2976,Bishydroxybenzylidenecyclohexanone
11388,MnTa3S6
17961,Zr-Cl phase diagram
12999,p-chloroaniline
18051,ZrBi
17247,water
13258,"Pedziwiatr A.T., Chen H.Y., Wallace W.E.: Magnetism of the Tb2Fe14−xCoxB system; J. Magn. Magn. Mater. 67 (1987) 311-315"
13374,"Phase Equilibria, Crystallographic and Thermodynamic Data of Binary Alloys · Phase Equilibria, Crystallographic and Thermodynamic Data of Binary Alloys"
18511,al-cu phase diagram
10805,Mg-AL
16524,Tin
10754,"Methylmercury complexes: selection of thermodynamic properties and application to the modelling of a column experiment. Sci. Total Environ. 621, 368–375."
14876,silver nanoparticle
13556,polymer stiffness
11871,Na2Ti2O5
3342,Ca[CO3]
1429,al in phase diagram
20231,Zr Nb Si
6851,enthalpy of solution
18522,Al-Mg-Si
11934,NaAlCl
8121,Gd2SiO5
1486,Al-Ce-Ti
9919,LaNbS3
21099,ethanol
17975,Zr-La
5751,Cu Co diffusion liquid
7549,Fe3Co
16759,TmSb2
17292,WFe2
17064,V3Al
15431,SrMnO3 crystal structure
11695,N Al
4372,Co2Mn- B2
4918,consolidated ruthenium dioxide
1609,Al-Sc
18773,CeOsRu
17760,Zn Er
13970,r3-m
8539,Hardness enhancement and elastic modulus behaviour in sputtered Ag/Ni multilayers with different modulation wavelengths
17334,WS2
15197,sodium hydroxide density
11739,N-SN
5089,construction management risk model
13779,Psicoanalisis
1400,Al Ce Si
16000,TeGe energy gap
19419,lani5
2634,battery test
7517,Fe2S3
3691,cd-te
14441,salud animal
16864,Trimethylcyclotrisilazane
15349,Sr4Al3O7
8258,Ge-Sn-Te phase diagram
7245,Fe B
19801,phthalocyanine
693,23869-98-9
3840,Ce2O3
16576,TiPd2Pb
137,(TaSe4)2I
19159,Fe23C6
12119,Nb-Pt
10778,Mg Nb
13581,Polythiophene
17280,WCTi
574,2-methylpropene
12846,NVMP
5945,Cu1.8S
17799,Zn-Si phase diagram
13446,PIB
5872,Cu-Ni
9886,LaFeB
16796,Trajectory generation of heat load test based on gauss pseudo-spectral method
2158,As2SO6
1743,Al2O3 conductivuty
4562,consolidated antimony(iii) telluride
10184,Li3(BP2O8)
10642,mass transfer
17362,WSi2
3914,CeAgB crystal structre
11000,mgnb2o6
20429,consolidated tungsten diselenide
8888,HoV6Sn6
10920,Mg3In
14833,silicon
13336,phase diagram Fe-Nb
6391,diamond c
8976,IGZO
17812,Zn(OTf)2
18351,电磁轨道炮
19087,Er2Co17 transitions
9330,Journal of Thermal Analysis and Calorimetry
19099,es:Y
10114,Li-Te-Bi
607,"2,2,4-trimethyl-hexane"
9761,La2Fe3Si5
19762,PBS
17408,Y Zr O
16275,Ti-5.5Al-4Sn-2Zr-1nb-1mo-0.25si
864,3R-TaS2 formation energy
9958,lanthanum pearson natation
3340,Ca-Y-Si-O
15977,Te
12658,NiBi3 band
13147,PbS crystal structure
17761,Zn Fe
11683,murunskite
2299,aviation
1751,Al2O3 density
91,(e)-3-pentene
20135,W
6045,Cu7PS6
16888,Tumor microenvironment TME
11033,mgzn2
12373,NdNiO3
8877,hopg
21226,Ti-Si
931,4-Trifluoromethyl-benzoic acid methyl ester
3299,Ca
10491,Lu-H-N
3650,CaSrZr
4125,CH4
13563,polymethylacrylimide foam
14243,Reverse transcription mRNA in vitro
14007,rb2mnbr2cl2
725,3-(4-Nitro-phenyl)-1-phenyl-propenone
12758,NiP
11537,MoB2 crystal structure
7938,Ga-Sb phase diagram
18568,Aluminium
10198,Li3Er3Te2O12
18868,consolidated iron silicide
10113,Li-Tb-O
2060,Anorthite Crystal Structure
15277,Sr-Al-Mg
15422,SrLaNaTeO 6
15103,Sn-Zn
11052,Microstructure and deformation mechanism of dual-phase Al0.5CoCrNiFe high-entropy alloy
5198,Cr I
11185,Mn12Y
17415,Y-Ce binary phase diagram
17590,YBi3
6486,dimethyl disulfide
9916,LaMnS3
19835,PrSb2
19175,fe3o4 crystal structure
12901,Octanethiol
666,"2,5-dichloro-2,5-dimethyl-hexane"
19805,piezoelectric
15442,SrO crystal structure
18314,حق الانتفاع
10036,Leak detection in water distribution networks
16073,tetrahydrofuran lithium
1776,Al2O5Si
3074,BSA
11606,monotonicity and nonmonotonicity in L valued logic
18890,consolidated molybdenum ditelluride
8171,GdCo4In
10003,LaTiNO2
969,5-ethyl-4-methyl-2-heptyne
10939,Mg6Pd crystal structure
5065,consolidated zinc aluminum oxide
17376,x-ray adsorption
18687,Ca Bi
9082,Index Pairings in Presence of Symmetries
20620,Mn
43,“Gallium nitride” “effective mass”
14346,Ru(OH)3
20205,Zeolite
10219,Li3PS45
11630,MoS2 1T
4643,consolidated chromium(ii) telluride
17609,YbTe2
13739,propanol
5914,Cu-Ti
15050,Sn
2790,Bi-Ir
8303,General Physics
7109,Eu5In2Sb6
17886,ZnO Ta2O5
2163,Asha and Manu Santhanam hydration
16761,tmTe3
1877,AlF3 ht2
6905,Er2O3
7403,FE-NI-ZN
19489,Metallurgical materials
10973,MgCrO4
11381,MnSi5
537,2-hydroxyacetophenone
16529,TiN Crystal Structure
17204,W-O
8028,GaN electron concentration
10052,lewis equation
12054,Nati2(PO4)3
21132,MgZn2
20936,graphite
8985,Image recognition metallography
17779,Zn Sr
13669,PrBa2Cu3O7
8745,HfTe2
15744,Ta2O5
12766,NiS crystal structure
14114,rbfeF3
4839,consolidated manganese
25,"""information retrieval"" ""artificial intelligence"""
13968,R123
6206,CuSSe
10196,li3crcl6
18865,consolidated iridium(iv) oxide
15886,Tb2Ge3
14218,Removal of per-and polyfluoroalkyl substances from aqueous media using synthesized silver nanocomposite-activated carbons
18503,Al Y Fe ternary phase diagram
19403,La6Fe11Al3 crystal structure
2875,BiBr3 ht
2068,Antimony
9482,K465
2657,bcc Fe crystal structure
11645,MoS22
15798,Tantalum
10145,Li2CN2
8571,Heavy water IR
20320,As-Se
8839,Ho5In3
17773,Zn Nb Cl
4362,Co2(PO4)2
7006,ethanol cyclohexane
11357,mnpo4
6109,CuGaGeSe4
14607,sd_1705854
10227,li3tmi6
16412,Ti3c2oH2 cif
10516,Lu3Zn22
15136,snfe2o4
17497,Y5Ni2Sb
7828,Fluor
17288,welding AND time
21096,Cr2O3
12076,NaZnBr3O5
2462,Ba7Sc6Al2O19
6750,elasticity
17475,Y3AlCoS7
3665,causes of anxiety
2561,BaO crystal structure
17914,ZnSn superconductivity
295,"1-Propanaminium, N,N,N-triethyl-3-methoxy-3-oxo-, bromide"
7330,Fe-Ca phase diagram
17611,YbV6Sn6
15964,TC4
16272,Ti W
4772,consolidated iron titanate (ilmenite)
15039,SmTe
9362,K2AlF5
12733,NiNd
1102,Aabid Khan6306203481
7172,EuTe4
4334,CO-Y
11343,MnO(OH)2
11439,Mo-Cu
13956,QUARTZ
14504,Sb2Te2S
21375,GaAs
2636,BaVClO3
8396,graph neural networks
7554,Fe3Ga crystal structure
1864,"AlCl3(H2o)6, cif"
9389,K2PtCl6
5030,consolidated tungsten boride
20402,consolidated indium selenide
4955,consolidated sodium nickel oxide
12994,P O
17483,Y3MgGa3SiO12
8555,hdpe
10955,MgB4O7
11233,Mn3Ga5
2822,Bi2Mg2Ca
15477,SrTi4Bi4O15
216,1-bromo-2-iodo-benzene
17141,Vitznau
3316,Ca-Bi phase giagram
16766,toluene
633,"2,3-dimethyl-butane"
7223,"Fayez F. Safadi Bone Structure, Development and Bone Biology"
13846,Pt5La
7594,Fe5.5Ga1.3Ge3.7
6565,dodecanoic acid
5542,Cs2ThBiO6
19280,hexagonal
19440,Li2GeN2
4604,consolidated calcium oxide
10399,lipbi3
11186,MN19SN6
3110,butanoyl chloride
7089,Eu-In
15867,Tb-Sb
13164,PbTeSe
12486,Ni-Co-Fe-Cu-S
4675,consolidated copper-aluminum system
3510,calcium silicate
1508,Al-cu phase diagram
2417,Ba1.5Sr1.5WO6 crystal structure
9462,k3smbr6
16326,Ti-Ru-Ga
13931,Pyridine-2-carboxylic acid
345,"1,2-ethanediol"
6858,environment San Agustin Tlaxiaca HIdalgo
6681,DySb2
2069,antimony oxide analysis complexometry
16293,Ti-C-W-Ni-Cr
2261,Au80Sn20
18629,BaTiS3
11171,Mn-Zn
1298,AgBiP2Se6
19085,Er-Co
16992,USb2
11921,Na4SiO4
10590,Magnelli phases Young's modulus
16408,Ti3Bi
13466,"Plate subduction, oxygen fugacity, and mineralization"
9514,KBr
20473,Cyclopropane
20592,Li2MoO3
10587,machine learning types
12430,Ni Cr Binary phase diagram
19572,Mo2S3
11126,Mn-As binary phase diagram
2956,Bis-trifluoromethyl-phosphinic acid
16868,triphenyl phosphite
16985,urea
2217,Au mo
6142,CuNi phase
12411,NH3CH3PbBr3
4490,como agua para chocolate
4828,consolidated magnesium antimonide
9202,iodate sulfite
1829,AL5SI14TI7
3006,black holes
11533,MoAs2
5451,crystal structure Li7PS6
17488,Y3Zr7
867,4-(1-methylethyl)octane
9140,InP optical properties
16184,thermodynamic assessment of Al–Ag
7900,fungicides reduce the negative impact
1906,Allocation of environmental burdens by whole- system modelling.
2620,BaTiO3 crystal
19291,HfO2 crystal structure
18638,"benzoic acid, 2-acetoxy-"
4805,consolidated lead zirconate
20801,YNb6Sn6
10284,LiCoO2 magnet
20605,Mg Bi
1492,Al-Cr-Ni
15955,TbScO3
5610,cs3ybbr6
11745,N-ZN
20685,PbO
5352,Cr5O12
17370,wurtzite
4361,Co2(OH)2(C8H4O4)
4536,consolidated aluminum iron (3:1) intermetallic compound
10724,methanol water
2428,Ba2Cu3O7
541,2-Mercapto-benzoic acid
21084,consolidated iron(ii) oxide
19429,lead
20460,Cu-Ag
4525,consolidated aluminum copper (2:1) intermetallic compound
80,(e)-1-pentene
3834,Ce2Ni2Pb
4897,consolidated osmium arsenide
6582,drug delivery
1701,Al16Fe3Cu
9875,Lactic acid
13576,polystyrene heat capacity
2085,Application of Modern Tools and Techniques for Mine Safety
16153,The zr-Al binary system
12672,Nickel ferrite
20983,Na3YCl6
4182,CIE 1988 2° SPECTRAL LUMINOUS EFFICIENCY FUNCTION FOR PHOTOPIC VISION
14212,regenwasser
13918,pure titanium
10534,LuFeMnO4 Structure
19017,Cu-Si
20230,Zr crystal structure
19766,PbTiO3
1740,Al2O3 C2/m
20539,gold
10288,LiCoSiO4
2831,Bi2Rh2O7
20840,benzil
16800,"trans-1,2-Difluoroethylene"
16379,Ti2C
6709,Eco-Stats: Data Analysis in Ecology
5622,CsBaBr3
16336,ti-si-c
18654,Bi2Se3
6413,dibutyl ether
1990,alu
16299,Ti-Cu-Sb
19144,Fe-Ni Binary Phase Diagram
3919,CeAlO3
1674,Al10
2019,American association
19195,FeSe
15615,sulfurous acid dipropyl ester
8132,Gd3Fe5O12 Crystal Structure
9402,k3alcl6
17602,YbP5
10678,Mechanisms of Toughening in Ceramic Matrix Composites
16500,TiFe
519,2-ethyl-1-hexene
16226,Ti (Ti ht) Crystal Structure
8185,GdFe3 crystal structure
5978,CU2oSeO3
7619,FeAs magnetization
11699,N-(2-nitrophenyl)acetamide
17363,WTe
15782,TAguchi sputtering
9992,laser surface treatment
19790,phase diagram Fe-Cr
8364,Glycogen Synthase Kinase
18959,Cr-Te
16462,TI8S10
11979,NaF Crystal Structure
17769,Zn Li
11485,mo(CO)6
10282,LiCoO2
19669,Nd7Co3
861,3d-printing
14721,Si landolt
17601,YbOCl
14859,Silicon tetrafluoride
20045,Ti-Al phase diagram
1956,alpha amylase
937,"4,5-Bis-diphenylphosphanyl-9,9-dimethyl-9H-xanthene"
16951,ultrasonic non destructive test
15492,SrTiO3 Crystal Structure lt
5446,Crystal sreucture Ti
10269,LiBr crystal structure
18984,Cs2SeCl6
20311,AlGaAs
4695,consolidated europium zinc antimonide
14616,SDS
13124,pbgate
19470,LiV2O5
10837,mg-li
6744,elastic moduli Cr
8596,herbicides
9090,indium arsenide cif
7559,Fe3GeTe2
9388,K2Pt3S4
21363,Cu
15382,SrCoO2.5 STRUCTURE
1465,Al- La
4262,Co Zr
14257,Rh-Sn
6233,cyclodecane
1152,acetyl chloride
15288,Sr(OH)2
7961,Ga6Pt
13340,phase diagram Fe-Ti
11194,Mn2Bi2Te5
19930,silver
940,"4,6(1H,5H)-Pyrimidinedione, dihydro-2-thioxo-"
18956,Cr-Ni Binary Phase Diagram
17827,ZN2ZR
7184,exoplanet
15796,tantalum
14006,Rb2Mn3O4
11372,MnSbTe
2706,"benzene, 1-bromo-4-iodo-"
20832,Al-Cr-Ni Isothermal Section of Ternary Phase Diagram
6956,ErV6Sn6
1720,al23ce4ni6
3630,CaSe
7958,Ga3Zr crystal structure
2617,BaTiO3
5955,Cu2As
3607,carbon volume
15343,Sr3Ti2O7
3008,black phosphorus
21233,Al-Si-Li
6320,defect fluorite
12826,Non malleable time lock
17190,W-B phase diagram
5357,Cr8O21
19311,HoSe
596,"2,2-dimethyl-1-propanol"
10894,mg2ni
3310,Ca Ti
2814,Bi0.85Sb0.15
2585,BaS3V
6669,DyIr2Si2
17327,WP
17188,W-24Re
5419,CrPS4
12319,Nd3Co transitions
11432,Mo W
5704,CsRbMg₁₄
6932,ErFeO3 crystal structure
5231,Cr-Fe
20455,CsPbBr3
6791,ellingham diagram
8050,GaS
2171,Asset Stock Accumulation and Sustainability of Competitive Advantage
3411,Ca4Y6Si6Si25
3294,C8H10S
14966,Sm2Co17
21316,consolidated copper
6523,Diphosphorus Pentaoxide
8859,HoFeO3 crystal structure
8433,graphitic carbon nitride
11092,Mn Ge phase diagram
16166,thermal conductivity temperature dependence
6909,Er3Al5O12
16260,Ti P2
6046,Cu7S4
14968,Sm2Co17 transitions
15419,sriro3 structure
12150,Nb2O
3937,CeCo2 transition
11753,"N,N-Dimethylformamide (DMF) XRD"
19307,HoAuSn
10745,methyl-diphenyl-amine
4715,consolidated gallium selenide
11760,"N,N'-Diphenyl-N,N'-diethylurea"
18343,抹水泥
19155,Fe[Fe(CN)6]
21212,o-nitrobenzoic acid
13709,Privacy Prediction of Lightweight Convolutional Neural Network
9739,La1−xGdxCaMnO3
17180,W
2349,B-O
12975,Output feedback sliding mode control for path-tracking of autonomous agricultural vehicles
2675,Be₃Al₂(SiO₃)₆ crystal structure
14897,SiO2
17922,Znvanadium phosphate
11405,Mo Al Si ternary phase diagram
8902,HTaO3
12570,Ni2NdIn
21182,Co-Ga
21135,MnO2
3271,C5H9Cl
20675,NiAl
20146,wc
9347,K-P\
5531,Cs2RuCl6
11952,nacl
3679,CBr4 ht
13722,Producción
13426,Photocatalyzed methane
10338,LiMn2O4 migration energy barrier
20426,consolidated titanium
100,"(Hippophae rhamnoides L.),"
10806,mg-al binary
15503,SrVO3
21169,Al
1808,Al3Ta
3241,C32H18N8
18136,ZRRU
13531,polyantimonic acid
4659,consolidated cobalt tin
14855,silicon oxynitride
18727,carbon dioxide
10612,management risk
19466,LiTaO3
18792,Cl
3856,Ce2Te2
13239,PdO crystal structure
4938,consolidated silicon dioxide (silica)
2376,B32a
8732,"HfO2, Lu2O3"
4645,consolidated chromium(iii) oxide
9475,k3vcl6
18749,Ce-Pb
2361,B-Zn
11566,MOF Scaffolds Defects and Disorders
3733,CdP4 crystal structure
10741,methyl phenyl ether
17679,YRh3B Crystal Structure
1969,alpha-case
3066,Bromocyclobutane
18089,ZrN Crystal Structure
16825,Transmission electron microscopy
8097,Gd-Zr-O
600,"2,2-dimethyl-octane"
5350,cr3ta3n
19541,Mn2TiIn
5003,consolidated titanium dichromium
11803,Na-J
6050,Cu9
4006,CeP2
14398,rutile
5520,cs2nabicl6
540,2-isopropyl-5-methyl-cyclohexanone
15112,sn2ta
17911,ZnSe deformation potential
9707,La-Sn
12229,NbS2
19994,stainless steel
17844,ZN6.5
8188,GdFeO3
521,2-ethyl-benzoic acid
15470,SrSO Crystal Structure
14921,Sistematic
2960,bis(hydroxyethyl)amine
10436,LiTiFeO2
7659,FeGe2
13184,Pd Bi
9324,Joint Eigenvalue Decomposition Using Polar Matrix Factorization
19282,hexane
21245,consolidated silver
18249,η-Al2O3
16855,trifluoroacetyl fluoride
5928,Cu-Zn-Au phase diagrams
17533,Yb-Ti-O 225
11369,MnSb
3141,C-Cr-V
7593,Fe4P2O10
1381,Al
4862,consolidated molybdenum diselenide
3458,CaCO3 structure
11642,MoS2 work function
2792,Bi-Mn Binary Phase Diagram
2200,atomization energy
10290,LiF Crystal Structure
2346,B-Nb
12000,namnf3
9420,K3euF6
14368,rucl3
19071,Dimethyl sulfoxide
5209,Cr Sn
16708,TlP2
3689,Cd-Se
5950,CU12As4S13
12841,Numerical data and functional relationships in science and technology
7675,femo
3727,CdO
16083,tetramethylsilane
5389,Cristobalite
8660,Hf-La
1778,al2Sc crystal structure
1772,Al2O3Cr
19394,La2CuO4
17121,vI3
16223,Ti
16608,Titanium dioxide phase diagram
2986,bismuth structure
21039,triphenylmethane
2866,Bi2WO6
6291,data storytelling
15644,sustainability forest
3216,C18H36
5642,CsCl CACl2
11865,Na2Se crystal structure
9489,KAISi3O8
19673,NdCo5
679,2% nital solution
451,164
1657,Al–Gd–Ni
967,5-Ethyl-1-heptanol
79,(E)-1-Methoxy-but-1-ene
19261,gete
14629,Se-Sn binary phase diagram
14276,rheology
6898,Er-Ta-O
20329,Ba6Ta2O11
19065,dielectric constant
12190,NbC
7536,Fe3AlC
7049,ethylene glycol
4566,consolidated barium
20929,GdV6Sn6
4982,consolidated tellurium
18708,CaF2
8885,housane
734,3-bromo-cyclohexene
19539,Mn2O3
13247,PdSe2
13313,perylene
7217,faraday rotation
6185,CuSbSe
2906,BiIrZr
21223,Tb-Co phase diagram
16353,"Ti,phase diagram"
12590,Ni3Al Crystal Structure
18233,γ‘
16820,Transformer steel
16333,Ti-Se
19045,curie
7046,ethylcyclohexane
9883,LaFe4Sb12
5304,Cr2MnSb
1262,ag3hobr6
608,"2,2,4,4-tetramethyl-heptane"
3346,Ca[CO3] hp1
1922,AlMo Crystal Structure
21170,al3ni
15134,SnCuSbSe3
1019,7075
4451,CoBi3
6337,Density Ethanol
1588,Al-Ni Binary Phase Diagram 0-100 at.% Ni
8819,Ho-Tl
6769,electromagnetic wave absorber
2036,An in-depth study of mpu-based isolation techniques
2838,Bi2Se3 Crystal Structure
2990,BiTaON
493,"2-bromo-1,3-dimethyl-benzene"
13642,Pr2Mn3Si5
4970,consolidated strontium titanate
3039,borosilicate glass
16086,Tetraoctylzinn*
17237,wafer
21330,Al
8419,graphene thermal
13902,Pu3Zn22
7487,Fe2Al5 Crystal Structure
19062,diamond crystal structure
3070,brookite
11744,N-Y
17496,Y5Ir4Si10
4588,consolidated bismuth(iii) telluride
13489,pmse
13886,PtTa6 crystal structure
9979,LaRhBi
18487,Ag2O
18821,compound disaster
5122,copper
3035,Boron
1573,Al-Mn-Ni
20048,Ti-C phase diagram
18606,Ba0.6K0.4Fe2As2
3873,Ce3Pd20si6
3463,cacu3ti4o12
6311,Decyltrichlorosilane
993,"6-Chloro-3,4-dihydro-2H-1,2,4-benzothiadiazine-7-sulfonamide-1,1-dioxide"
